"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","NEET","15_19","PC_AGE","A","2015",5.7313957,
"AUT","NEET","15_19","PC_AGE","A","2016",5.4698844,
"AUT","NEET","15_19","PC_AGE","A","2017",5.0967417,
"AUT","NEET","15_19","PC_AGE","A","2018",5.2673492,
"AUT","NEET","15_19","PC_AGE","A","2019",6.580255,
"AUT","NEET","20_24","PC_AGE","A","2004",13.873876,
"AUT","NEET","20_24","PC_AGE","A","2005",13.056527,
"AUT","NEET","20_24","PC_AGE","A","2006",12.933875,
"AUT","NEET","20_24","PC_AGE","A","2007",11.764824,
"AUT","NEET","20_24","PC_AGE","A","2008",12.034624,
"AUT","NEET","20_24","PC_AGE","A","2009",12.022243,
"AUT","NEET","20_24","PC_AGE","A","2010",13.432631,
"AUT","NEET","20_24","PC_AGE","A","2011",10.916999,
"AUT","NEET","20_24","PC_AGE","A","2012",11.745262,
"AUT","NEET","20_24","PC_AGE","A","2013",12.0835,
"AUT","NEET","20_24","PC_AGE","A","2014",12.008262,
"AUT","NEET","20_24","PC_AGE","A","2015",11.746785,
"AUT","NEET","20_24","PC_AGE","A","2016",13.210361,
"AUT","NEET","20_24","PC_AGE","A","2017",11.844285,
"AUT","NEET","20_24","PC_AGE","A","2018",12.456524,
"AUT","NEET","20_24","PC_AGE","A","2019",10.883707,
"BEL","NEET","15_19","PC_AGE","A","1997",8.9662628,
"BEL","NEET","15_19","PC_AGE","A","1998",10.761805,
"BEL","NEET","15_19","PC_AGE","A","1999",6.8194184,
"BEL","NEET","15_19","PC_AGE","A","2000",6.5233388,
"BEL","NEET","15_19","PC_AGE","A","2001",6.2215114,
"BEL","NEET","15_19","PC_AGE","A","2002",6.82652,
"BEL","NEET","15_19","PC_AGE","A","2003",7.1320524,
"BEL","NEET","15_19","PC_AGE","A","2004",4.8880553,
"BEL","NEET","15_19","PC_AGE","A","2005",6.2390046,
"BEL","NEET","15_19","PC_AGE","A","2006",7.1146903,
"BEL","NEET","15_19","PC_AGE","A","2007",5.2268248,
"BEL","NEET","15_19","PC_AGE","A","2008",5.4732242,
"BEL","NEET","15_19","PC_AGE","A","2009",5.6732268,
"BEL","NEET","15_19","PC_AGE","A","2010",5.9450474,
"BEL","NEET","15_19","PC_AGE","A","2011",6.0894203,
"BEL","NEET","15_19","PC_AGE","A","2012",8.2777052,
"BEL","NEET","15_19","PC_AGE","A","2013",6.7221231,
"BEL","NEET","15_19","PC_AGE","A","2014",5.3908639,
"BEL","NEET","15_19","PC_AGE","A","2015",4.3356481,
"BEL","NEET","15_19","PC_AGE","A","2016",4.3335156,
"BEL","NEET","15_19","PC_AGE","A","2017",4.002316,
"BEL","NEET","15_19","PC_AGE","A","2018",3.9147413,
"BEL","NEET","15_19","PC_AGE","A","2019",4.770781,
"BEL","NEET","20_24","PC_AGE","A","1997",18.275446,
"BEL","NEET","20_24","PC_AGE","A","1998",16.910097,
"BEL","NEET","20_24","PC_AGE","A","1999",17.699759,
"BEL","NEET","20_24","PC_AGE","A","2000",16.039629,
"BEL","NEET","20_24","PC_AGE","A","2001",13.023934,
"BEL","NEET","20_24","PC_AGE","A","2002",17.414175,
"BEL","NEET","20_24","PC_AGE","A","2003",17.101542,
"BEL","NEET","20_24","PC_AGE","A","2004",16.85779,
"BEL","NEET","20_24","PC_AGE","A","2005",18.29089,
"BEL","NEET","20_24","PC_AGE","A","2006",16.871473,
"BEL","NEET","20_24","PC_AGE","A","2007",15.475403,
"BEL","NEET","20_24","PC_AGE","A","2008",14.135535,
"BEL","NEET","20_24","PC_AGE","A","2009",16.097668,
"BEL","NEET","20_24","PC_AGE","A","2010",18.018108,
"BEL","NEET","20_24","PC_AGE","A","2011",17.138821,
"BEL","NEET","20_24","PC_AGE","A","2012",17.534304,
"BEL","NEET","20_24","PC_AGE","A","2013",18.717245,
"BEL","NEET","20_24","PC_AGE","A","2014",18.854977,
"BEL","NEET","20_24","PC_AGE","A","2015",15.820196,
"BEL","NEET","20_24","PC_AGE","A","2016",14.307859,
"BEL","NEET","20_24","PC_AGE","A","2017",15.199283,
"BEL","NEET","20_24","PC_AGE","A","2018",14.60678,
"BEL","NEET","20_24","PC_AGE","A","2019",15.406888,
"CAN","NEET","15_19","PC_AGE","A","1997",7.7429152,
"CAN","NEET","15_19","PC_AGE","A","1998",8.4754267,
"CAN","NEET","15_19","PC_AGE","A","1999",8.3168316,
"CAN","NEET","15_19","PC_AGE","A","2000",8.1902895,
"CAN","NEET","15_19","PC_AGE","A","2001",7.3894019,
"CAN","NEET","15_19","PC_AGE","A","2002",7.9227052,
"CAN","NEET","15_19","PC_AGE","A","2003",8.0598459,
"CAN","NEET","15_19","PC_AGE","A","2004",8.8207092,
"CAN","NEET","15_19","PC_AGE","A","2005",6.8949122,
"CAN","NEET","15_19","PC_AGE","A","2006",7.3728418,
"CAN","NEET","15_19","PC_AGE","A","2007",7.2055426,
"CAN","NEET","15_19","PC_AGE","A","2008",7.2602739,
"CAN","NEET","15_19","PC_AGE","A","2009",8.0036383,
"CAN","NEET","15_19","PC_AGE","A","2010",8.2154264,
"CAN","NEET","15_19","PC_AGE","A","2011",7.6076994,
"CAN","NEET","15_19","PC_AGE","A","2012",7.2022161,
"CAN","NEET","15_19","PC_AGE","A","2013",6.7979374,
"CAN","NEET","15_19","PC_AGE","A","2014",7.0230107,
"CAN","NEET","15_19","PC_AGE","A","2015",6.7771816,
"CAN","NEET","15_19","PC_AGE","A","2016",6.2189054,
"CAN","NEET","15_19","PC_AGE","A","2017",5.8438287,
"CAN","NEET","15_19","PC_AGE","A","2018",5.9240508,
"CAN","NEET","15_19","PC_AGE","A","2019",5.7817998,
"CAN","NEET","20_24","PC_AGE","A","1997",17.848036,
"CAN","NEET","20_24","PC_AGE","A","1998",17.802645,
"CAN","NEET","20_24","PC_AGE","A","1999",15.699142,
"CAN","NEET","20_24","PC_AGE","A","2000",15.778995,
"CAN","NEET","20_24","PC_AGE","A","2001",15.62194,
"CAN","NEET","20_24","PC_AGE","A","2002",15.202703,
"CAN","NEET","20_24","PC_AGE","A","2003",14.339981,
"CAN","NEET","20_24","PC_AGE","A","2004",13.991577,
"CAN","NEET","20_24","PC_AGE","A","2005",14.391144,
"CAN","NEET","20_24","PC_AGE","A","2006",12.997712,
"CAN","NEET","20_24","PC_AGE","A","2007",13.793103,
"CAN","NEET","20_24","PC_AGE","A","2008",13.30919,
"CAN","NEET","20_24","PC_AGE","A","2009",15.547544,
"CAN","NEET","20_24","PC_AGE","A","2010",15.618028,
"CAN","NEET","20_24","PC_AGE","A","2011",14.958205,
"CAN","NEET","20_24","PC_AGE","A","2012",15.056083,
"CAN","NEET","20_24","PC_AGE","A","2013",13.941698,
"CAN","NEET","20_24","PC_AGE","A","2014",14.808618,
"CAN","NEET","20_24","PC_AGE","A","2015",14.422676,
"CAN","NEET","20_24","PC_AGE","A","2016",14.799331,
"CAN","NEET","20_24","PC_AGE","A","2017",13.178947,
"CAN","NEET","20_24","PC_AGE","A","2018",13.406408,
"CAN","NEET","20_24","PC_AGE","A","2019",12.552653,
"CZE","NEET","15_19","PC_AGE","A","1997",5.0000801,
"CZE","NEET","15_19","PC_AGE","A","1998",7.1743145,
"CZE","NEET","15_19","PC_AGE","A","1999",9.662487,
"CZE","NEET","15_19","PC_AGE","A","2000",7.8946671,
"CZE","NEET","15_19","PC_AGE","A","2001",6.8186855,
"CZE","NEET","15_19","PC_AGE","A","2002",6.0258441,
"CZE","NEET","15_19","PC_AGE","A","2003",5.7856288,
"CZE","NEET","15_19","PC_AGE","A","2004",5.7081223,
"CZE","NEET","15_19","PC_AGE","A","2005",5.3065124,
"CZE","NEET","15_19","PC_AGE","A","2006",4.5166893,
"CZE","NEET","15_19","PC_AGE","A","2007",2.8889136,
"CZE","NEET","15_19","PC_AGE","A","2008",2.7180445,
"CZE","NEET","15_19","PC_AGE","A","2009",3.5055418,
"CZE","NEET","15_19","PC_AGE","A","2010",3.7581208,
"CZE","NEET","15_19","PC_AGE","A","2011",3.7396715,
"CZE","NEET","15_19","PC_AGE","A","2012",3.9612181,
"CZE","NEET","15_19","PC_AGE","A","2013",3.2109344,
"CZE","NEET","15_19","PC_AGE","A","2014",3.241015,
"CZE","NEET","15_19","PC_AGE","A","2015",3.0411708,
"CZE","NEET","15_19","PC_AGE","A","2016",2.0813158,
"CZE","NEET","15_19","PC_AGE","A","2017",2.0047865,
"CZE","NEET","15_19","PC_AGE","A","2018",2.3840954,
"CZE","NEET","15_19","PC_AGE","A","2019",1.7850622,
"CZE","NEET","20_24","PC_AGE","A","1997",18.244198,
"CZE","NEET","20_24","PC_AGE","A","1998",18.540844,
"CZE","NEET","20_24","PC_AGE","A","1999",20.587755,
"CZE","NEET","20_24","PC_AGE","A","2000",20.334486,
"CZE","NEET","20_24","PC_AGE","A","2001",18.052565,
"CZE","NEET","20_24","PC_AGE","A","2002",18.116163,
"CZE","NEET","20_24","PC_AGE","A","2003",18.018471,
"CZE","NEET","20_24","PC_AGE","A","2004",18.511208,
"CZE","NEET","20_24","PC_AGE","A","2005",16.634684,
"CZE","NEET","20_24","PC_AGE","A","2006",14.143177,
"CZE","NEET","20_24","PC_AGE","A","2007",11.043315,
"CZE","NEET","20_24","PC_AGE","A","2008",10.559879,
"CZE","NEET","20_24","PC_AGE","A","2009",13.133427,
"CZE","NEET","20_24","PC_AGE","A","2010",13.586552,
"CZE","NEET","20_24","PC_AGE","A","2011",12.829332,
"CZE","NEET","20_24","PC_AGE","A","2012",13.384402,
"CZE","NEET","20_24","PC_AGE","A","2013",14.180105,
"CZE","NEET","20_24","PC_AGE","A","2014",12.254344,
"CZE","NEET","20_24","PC_AGE","A","2015",11.615442,
"CZE","NEET","20_24","PC_AGE","A","2016",11.339481,
"CZE","NEET","20_24","PC_AGE","A","2017",10.510724,
"CZE","NEET","20_24","PC_AGE","A","2018",8.8197355,
"CZE","NEET","20_24","PC_AGE","A","2019",8.9284897,
"DNK","NEET","15_19","PC_AGE","A","1997",1.4471048,
"DNK","NEET","15_19","PC_AGE","A","1998",1.7608726,
"DNK","NEET","15_19","PC_AGE","A","1999",3.4095523,
"DNK","NEET","15_19","PC_AGE","A","2000",2.7241149,
"DNK","NEET","15_19","PC_AGE","A","2001",3.7550395,
"DNK","NEET","15_19","PC_AGE","A","2002",2.3972788,
"DNK","NEET","15_19","PC_AGE","A","2003",2.5279238,
"DNK","NEET","15_19","PC_AGE","A","2004",2.0994339,
"DNK","NEET","15_19","PC_AGE","A","2005",4.3055868,
"DNK","NEET","15_19","PC_AGE","A","2006",4.4247689,
"DNK","NEET","15_19","PC_AGE","A","2007",4.0999184,
"DNK","NEET","15_19","PC_AGE","A","2008",3.9674368,
"DNK","NEET","15_19","PC_AGE","A","2009",4.241817,
"DNK","NEET","15_19","PC_AGE","A","2010",6.5462475,
"DNK","NEET","15_19","PC_AGE","A","2011",6.0957623,
"DNK","NEET","15_19","PC_AGE","A","2012",6.3090959,
"DNK","NEET","15_19","PC_AGE","A","2013",6.2511749,
"DNK","NEET","15_19","PC_AGE","A","2014",3.7475181,
"DNK","NEET","15_19","PC_AGE","A","2015",4.3792877,
"DNK","NEET","15_19","PC_AGE","A","2016",3.0148408,
"DNK","NEET","15_19","PC_AGE","A","2017",4.5765209,
"DNK","NEET","15_19","PC_AGE","A","2018",4.0498652,
"DNK","NEET","15_19","PC_AGE","A","2019",4.4229937,
"DNK","NEET","20_24","PC_AGE","A","1997",6.5493803,
"DNK","NEET","20_24","PC_AGE","A","1998",7.0013208,
"DNK","NEET","20_24","PC_AGE","A","1999",7.6028891,
"DNK","NEET","20_24","PC_AGE","A","2000",6.6060824,
"DNK","NEET","20_24","PC_AGE","A","2001",6.5810804,
"DNK","NEET","20_24","PC_AGE","A","2002",7.3158751,
"DNK","NEET","20_24","PC_AGE","A","2003",11.785408,
"DNK","NEET","20_24","PC_AGE","A","2004",11.284278,
"DNK","NEET","20_24","PC_AGE","A","2005",8.3046064,
"DNK","NEET","20_24","PC_AGE","A","2006",5.866024,
"DNK","NEET","20_24","PC_AGE","A","2007",7.9872117,
"DNK","NEET","20_24","PC_AGE","A","2008",9.4764805,
"DNK","NEET","20_24","PC_AGE","A","2009",12.122848,
"DNK","NEET","20_24","PC_AGE","A","2010",13.990274,
"DNK","NEET","20_24","PC_AGE","A","2011",14.517078,
"DNK","NEET","20_24","PC_AGE","A","2012",16.610498,
"DNK","NEET","20_24","PC_AGE","A","2013",15.069463,
"DNK","NEET","20_24","PC_AGE","A","2014",14.152965,
"DNK","NEET","20_24","PC_AGE","A","2015",13.707476,
"DNK","NEET","20_24","PC_AGE","A","2016",11.697093,
"DNK","NEET","20_24","PC_AGE","A","2017",15.593633,
"DNK","NEET","20_24","PC_AGE","A","2018",13.482139,
"DNK","NEET","20_24","PC_AGE","A","2019",12.712753,
"FIN","NEET","15_19","PC_AGE","A","2003",6.230855,
"FIN","NEET","15_19","PC_AGE","A","2004",5.9007454,
"FIN","NEET","15_19","PC_AGE","A","2005",5.2412815,
"FIN","NEET","15_19","PC_AGE","A","2006",3.5794058,
"FIN","NEET","15_19","PC_AGE","A","2007",3.5334415,
"FIN","NEET","15_19","PC_AGE","A","2008",5.0761824,
"FIN","NEET","15_19","PC_AGE","A","2009",5.1257071,
"FIN","NEET","15_19","PC_AGE","A","2010",5.1144948,
"FIN","NEET","15_19","PC_AGE","A","2011",5.0536332,
"FIN","NEET","15_19","PC_AGE","A","2012",4.6923285,
"FIN","NEET","15_19","PC_AGE","A","2013",4.8251047,
"FIN","NEET","15_19","PC_AGE","A","2014",5.5233388,
"FIN","NEET","15_19","PC_AGE","A","2015",5.1538558,
"FIN","NEET","15_19","PC_AGE","A","2016",4.1666665,
"FIN","NEET","15_19","PC_AGE","A","2017",4.4827585,
"FIN","NEET","15_19","PC_AGE","A","2018",4.5936394,
"FIN","NEET","15_19","PC_AGE","A","2019",4.5454545,
"FIN","NEET","20_24","PC_AGE","A","2003",14.421889,
"FIN","NEET","20_24","PC_AGE","A","2004",15.361343,
"FIN","NEET","20_24","PC_AGE","A","2005",13.046887,
"FIN","NEET","20_24","PC_AGE","A","2006",13.313711,
"FIN","NEET","20_24","PC_AGE","A","2007",13.277648,
"FIN","NEET","20_24","PC_AGE","A","2008",12.013654,
"FIN","NEET","20_24","PC_AGE","A","2009",15.05011,
"FIN","NEET","20_24","PC_AGE","A","2010",15.788644,
"FIN","NEET","20_24","PC_AGE","A","2011",14.318874,
"FIN","NEET","20_24","PC_AGE","A","2012",15.189181,
"FIN","NEET","20_24","PC_AGE","A","2013",15.467455,
"FIN","NEET","20_24","PC_AGE","A","2014",15.63487,
"FIN","NEET","20_24","PC_AGE","A","2015",18.292988,
"FIN","NEET","20_24","PC_AGE","A","2016",17.391304,
"FIN","NEET","20_24","PC_AGE","A","2017",16.975309,
"FIN","NEET","20_24","PC_AGE","A","2018",14.195583,
"FIN","NEET","20_24","PC_AGE","A","2019",12.903226,
"FRA","NEET","15_19","PC_AGE","A","1997",6.7982545,
"FRA","NEET","15_19","PC_AGE","A","1998",6.1558442,
"FRA","NEET","15_19","PC_AGE","A","1999",7.3424177,
"FRA","NEET","15_19","PC_AGE","A","2000",6.9939022,
"FRA","NEET","15_19","PC_AGE","A","2001",6.6051874,
"FRA","NEET","15_19","PC_AGE","A","2002",6.7991657,
"FRA","NEET","15_19","PC_AGE","A","2003",5.377984,
"FRA","NEET","15_19","PC_AGE","A","2004",5.3902793,
"FRA","NEET","15_19","PC_AGE","A","2005",6.3386559,
"FRA","NEET","15_19","PC_AGE","A","2006",6.9818702,
"FRA","NEET","15_19","PC_AGE","A","2007",6.2932768,
"FRA","NEET","15_19","PC_AGE","A","2008",5.8130507,
"FRA","NEET","15_19","PC_AGE","A","2009",6.8145199,
"FRA","NEET","15_19","PC_AGE","A","2010",7.9171991,
"FRA","NEET","15_19","PC_AGE","A","2011",7.0512776,
"FRA","NEET","15_19","PC_AGE","A","2012",6.8722663,
"FRA","NEET","15_19","PC_AGE","A","2013",7.7829313,
"FRA","NEET","15_19","PC_AGE","A","2014",7.863688,
"FRA","NEET","15_19","PC_AGE","A","2015",7.4459929,
"FRA","NEET","15_19","PC_AGE","A","2016",7.2553821,
"FRA","NEET","15_19","PC_AGE","A","2017",7.1852927,
"FRA","NEET","15_19","PC_AGE","A","2018",6.8363037,
"FRA","NEET","15_19","PC_AGE","A","2019",6.4798903,
"FRA","NEET","20_24","PC_AGE","A","1997",22.125017,
"FRA","NEET","20_24","PC_AGE","A","1998",20.545433,
"FRA","NEET","20_24","PC_AGE","A","1999",21.159588,
"FRA","NEET","20_24","PC_AGE","A","2000",17.602732,
"FRA","NEET","20_24","PC_AGE","A","2001",17.112843,
"FRA","NEET","20_24","PC_AGE","A","2002",17.554239,
"FRA","NEET","20_24","PC_AGE","A","2003",16.704065,
"FRA","NEET","20_24","PC_AGE","A","2004",18.790617,
"FRA","NEET","20_24","PC_AGE","A","2005",17.784674,
"FRA","NEET","20_24","PC_AGE","A","2006",18.987555,
"FRA","NEET","20_24","PC_AGE","A","2007",17.939295,
"FRA","NEET","20_24","PC_AGE","A","2008",16.592255,
"FRA","NEET","20_24","PC_AGE","A","2009",19.953426,
"FRA","NEET","20_24","PC_AGE","A","2010",20.63196,
"FRA","NEET","20_24","PC_AGE","A","2011",20.283285,
"FRA","NEET","20_24","PC_AGE","A","2012",20.077175,
"FRA","NEET","20_24","PC_AGE","A","2013",19.380768,
"FRA","NEET","20_24","PC_AGE","A","2014",18.352707,
"FRA","NEET","20_24","PC_AGE","A","2015",20.940447,
"FRA","NEET","20_24","PC_AGE","A","2016",21.919884,
"FRA","NEET","20_24","PC_AGE","A","2017",20.74498,
"FRA","NEET","20_24","PC_AGE","A","2018",20.306179,
"FRA","NEET","20_24","PC_AGE","A","2019",19.492943,
"DEU","NEET","15_19","PC_AGE","A","1997",4.9913306,
"DEU","NEET","15_19","PC_AGE","A","1999",4.5217838,
"DEU","NEET","15_19","PC_AGE","A","2000",5.7061882,
"DEU","NEET","15_19","PC_AGE","A","2001",5.1034093,
"DEU","NEET","15_19","PC_AGE","A","2002",4.6982503,
"DEU","NEET","15_19","PC_AGE","A","2003",4.703126,
"DEU","NEET","15_19","PC_AGE","A","2004",3.5728121,
"DEU","NEET","15_19","PC_AGE","A","2005",4.381598,
"DEU","NEET","15_19","PC_AGE","A","2006",4.2069278,
"DEU","NEET","15_19","PC_AGE","A","2007",4.1532097,
"DEU","NEET","15_19","PC_AGE","A","2008",3.7137542,
"DEU","NEET","15_19","PC_AGE","A","2009",3.7614782,
"DEU","NEET","15_19","PC_AGE","A","2010",3.6800764,
"DEU","NEET","15_19","PC_AGE","A","2011",3.5028071,
"DEU","NEET","15_19","PC_AGE","A","2012",3.0291922,
"DEU","NEET","15_19","PC_AGE","A","2013",2.8013389,
"DEU","NEET","15_19","PC_AGE","A","2014",2.9256914,
"DEU","NEET","15_19","PC_AGE","A","2015",2.5401251,
"DEU","NEET","15_19","PC_AGE","A","2016",3.3506637,
"DEU","NEET","15_19","PC_AGE","A","2017",3.6124759,
"DEU","NEET","15_19","PC_AGE","A","2018",3.3796914,
"DEU","NEET","20_24","PC_AGE","A","1997",18.382656,
"DEU","NEET","20_24","PC_AGE","A","1999",16.684473,
"DEU","NEET","20_24","PC_AGE","A","2000",16.947348,
"DEU","NEET","20_24","PC_AGE","A","2001",16.394785,
"DEU","NEET","20_24","PC_AGE","A","2002",15.882365,
"DEU","NEET","20_24","PC_AGE","A","2003",15.639933,
"DEU","NEET","20_24","PC_AGE","A","2004",17.515009,
"DEU","NEET","20_24","PC_AGE","A","2005",18.691584,
"DEU","NEET","20_24","PC_AGE","A","2006",16.734121,
"DEU","NEET","20_24","PC_AGE","A","2007",15.243992,
"DEU","NEET","20_24","PC_AGE","A","2008",13.967026,
"DEU","NEET","20_24","PC_AGE","A","2009",13.731467,
"DEU","NEET","20_24","PC_AGE","A","2010",13.672372,
"DEU","NEET","20_24","PC_AGE","A","2011",12.566395,
"DEU","NEET","20_24","PC_AGE","A","2012",11.180106,
"DEU","NEET","20_24","PC_AGE","A","2013",10.314672,
"DEU","NEET","20_24","PC_AGE","A","2014",10.13437,
"DEU","NEET","20_24","PC_AGE","A","2015",9.2717819,
"DEU","NEET","20_24","PC_AGE","A","2016",10.794946,
"DEU","NEET","20_24","PC_AGE","A","2017",10.080937,
"DEU","NEET","20_24","PC_AGE","A","2018",10.387557,
"GRC","NEET","15_19","PC_AGE","A","1997",9.6286688,
"GRC","NEET","15_19","PC_AGE","A","1998",11.188678,
"GRC","NEET","15_19","PC_AGE","A","1999",9.3915386,
"GRC","NEET","15_19","PC_AGE","A","2000",9.3331747,
"GRC","NEET","15_19","PC_AGE","A","2001",7.2378297,
"GRC","NEET","15_19","PC_AGE","A","2002",7.7457786,
"GRC","NEET","15_19","PC_AGE","A","2003",9.501585,
"GRC","NEET","15_19","PC_AGE","A","2004",10.612947,
"GRC","NEET","15_19","PC_AGE","A","2005",11.548344,
"GRC","NEET","15_19","PC_AGE","A","2006",7.6683455,
"GRC","NEET","15_19","PC_AGE","A","2007",8.4274025,
"GRC","NEET","15_19","PC_AGE","A","2008",8.2329617,
"GRC","NEET","15_19","PC_AGE","A","2009",7.9046421,
"GRC","NEET","15_19","PC_AGE","A","2010",7.4717603,
"GRC","NEET","15_19","PC_AGE","A","2011",8.3398275,
"GRC","NEET","15_19","PC_AGE","A","2012",10.659656,
"GRC","NEET","15_19","PC_AGE","A","2013",9.2941189,
"GRC","NEET","15_19","PC_AGE","A","2014",10.486202,
"GRC","NEET","15_19","PC_AGE","A","2015",8.3757219,
"GRC","NEET","15_19","PC_AGE","A","2016",8.1349669,
"GRC","NEET","15_19","PC_AGE","A","2017",8.4861383,
"GRC","NEET","15_19","PC_AGE","A","2018",8.1153069,
"GRC","NEET","15_19","PC_AGE","A","2019",6.6601119,
"GRC","NEET","20_24","PC_AGE","A","1997",27.454624,
"GRC","NEET","20_24","PC_AGE","A","1998",29.348484,
"GRC","NEET","20_24","PC_AGE","A","1999",27.480379,
"GRC","NEET","20_24","PC_AGE","A","2000",25.915867,
"GRC","NEET","20_24","PC_AGE","A","2001",23.751528,
"GRC","NEET","20_24","PC_AGE","A","2002",23.59174,
"GRC","NEET","20_24","PC_AGE","A","2003",21.660433,
"GRC","NEET","20_24","PC_AGE","A","2004",23.069061,
"GRC","NEET","20_24","PC_AGE","A","2005",21.344175,
"GRC","NEET","20_24","PC_AGE","A","2006",18.026028,
"GRC","NEET","20_24","PC_AGE","A","2007",17.375433,
"GRC","NEET","20_24","PC_AGE","A","2008",16.741257,
"GRC","NEET","20_24","PC_AGE","A","2009",17.830513,
"GRC","NEET","20_24","PC_AGE","A","2010",21.097841,
"GRC","NEET","20_24","PC_AGE","A","2011",24.080826,
"GRC","NEET","20_24","PC_AGE","A","2012",30.397909,
"GRC","NEET","20_24","PC_AGE","A","2013",33.125786,
"GRC","NEET","20_24","PC_AGE","A","2014",31.275614,
"GRC","NEET","20_24","PC_AGE","A","2015",28.09317,
"GRC","NEET","20_24","PC_AGE","A","2016",25.006079,
"GRC","NEET","20_24","PC_AGE","A","2017",23.980156,
"GRC","NEET","20_24","PC_AGE","A","2018",22.852537,
"GRC","NEET","20_24","PC_AGE","A","2019",22.047745,
"HUN","NEET","15_19","PC_AGE","A","1997",8.9105186,
"HUN","NEET","15_19","PC_AGE","A","1998",11.771331,
"HUN","NEET","15_19","PC_AGE","A","1999",11.572163,
"HUN","NEET","15_19","PC_AGE","A","2000",8.6290684,
"HUN","NEET","15_19","PC_AGE","A","2001",8.3100376,
"HUN","NEET","15_19","PC_AGE","A","2002",8.0229807,
"HUN","NEET","15_19","PC_AGE","A","2003",6.7837191,
"HUN","NEET","15_19","PC_AGE","A","2004",6.2269273,
"HUN","NEET","15_19","PC_AGE","A","2005",6.4243822,
"HUN","NEET","15_19","PC_AGE","A","2006",6.0201235,
"HUN","NEET","15_19","PC_AGE","A","2007",4.9968314,
